일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,11.0,0.000,0.070,0.367,0.00
3,0.011,11.0,0.080,0.080,0.367,0.16
4,0.027,12.0,0.100,0.100,0.400,0.20
5,0.043,13.0,0.110,0.110,0.433,0.22
6,0.059,14.0,0.130,0.130,0.467,0.26
7,0.075,15.0,0.140,0.140,0.500,0.28
8,0.091,16.0,0.160,0.160,0.533,0.32
9,0.107,16.0,0.170,0.170,0.533,0.34
10,0.123,17.0,0.190,0.190,0.567,0.38
11,0.139,18.0,0.200,0.200,0.600,0.40
12,0.154,19.0,0.220,0.220,0.633,0.44
13,0.170,19.0,0.230,0.230,0.633,0.46
14,0.186,20.0,0.250,0.250,0.667,0.50
15,0.203,20.0,0.260,0.260,0.667,0.52
16,0.219,21.0,0.280,0.280,0.700,0.56
17,0.235,21.0,0.290,0.290,0.700,0.58
18,0.250,21.0,0.300,0.300,0.700,0.60
19,0.267,22.0,0.320,0.320,0.733,0.64
20,0.283,22.0,0.330,0.330,0.733,0.66
21,0.299,22.0,0.350,0.350,0.733,0.70
22,0.315,22.0,0.360,0.360,0.733,0.72
23,0.331,23.0,0.380,0.380,0.767,0.76
24,0.347,23.0,0.390,0.390,0.767,0.78
25,0.363,24.0,0.410,0.410,0.800,0.82
26,0.378,24.0,0.420,0.420,0.800,0.84
27,0.395,25.0,0.440,0.440,0.833,0.88
28,0.411,26.0,0.450,0.450,0.867,0.90
29,0.427,26.0,0.470,0.470,0.867,0.94
30,0.443,27.0,0.480,0.480,0.900,0.96
31,0.459,27.0,0.500,0.500,0.900,1.00
32,0.476,26.0,0.510,0.510,0.867,1.02
33,0.491,25.0,0.520,0.520,0.833,1.04
34,0.507,25.0,0.540,0.540,0.833,1.08
35,0.524,24.0,0.550,0.550,0.800,1.10
36,0.539,24.0,0.570,0.570,0.800,1.14
37,0.554,24.0,0.580,0.580,0.800,1.16
38,0.570,24.0,0.600,0.600,0.800,1.20
39,0.588,24.0,0.610,0.610,0.800,1.22
40,0.603,24.0,0.630,0.630,0.800,1.26
41,0.618,24.0,0.640,0.640,0.800,1.28
42,0.636,24.0,0.660,0.660,0.800,1.32
43,0.652,24.0,0.670,0.670,0.800,1.34
44,0.667,24.0,0.690,0.690,0.800,1.38
45,0.683,24.0,0.700,0.700,0.800,1.40
46,0.699,25.0,0.720,0.720,0.833,1.44
47,0.715,26.0,0.730,0.730,0.867,1.46
48,0.730,27.0,0.740,0.740,0.900,1.48
49,0.747,28.0,0.760,0.760,0.933,1.52
50,0.763,29.0,0.770,0.770,0.967,1.54
51,0.778,29.0,0.790,0.790,0.967,1.58
52,0.795,30.0,0.800,0.800,1.000,1.60
53,0.811,31.0,0.820,0.820,1.033,1.64
54,0.827,32.0,0.830,0.830,1.067,1.66
55,0.843,33.0,0.850,0.850,1.100,1.70
56,0.859,33.0,0.860,0.860,1.100,1.72
57,0.875,34.0,0.880,0.880,1.133,1.76
58,0.892,35.0,0.890,0.890,1.167,1.78
59,0.907,36.0,0.910,0.910,1.200,1.82
60,0.924,36.0,0.920,0.920,1.200,1.84
61,0.939,37.0,0.930,0.930,1.233,1.86
62,0.955,38.0,0.950,0.950,1.267,1.90
63,0.971,38.0,0.960,0.960,1.267,1.92
64,0.987,39.0,0.980,0.980,1.300,1.96
65,1.003,40.0,0.990,0.990,1.333,1.98
66,1.019,40.0,1.010,1.010,1.333,2.02
67,1.035,41.0,1.020,1.020,1.367,2.04
68,1.051,42.0,1.040,1.040,1.400,2.08
69,1.067,42.0,1.050,1.050,1.400,2.10
70,1.084,43.0,1.070,1.070,1.433,2.14
71,1.100,43.0,1.080,1.080,1.433,2.16
72,1.115,44.0,1.100,1.100,1.467,2.20
73,1.131,44.0,1.110,1.110,1.467,2.22
74,1.147,45.0,1.120,1.120,1.500,2.24
75,1.163,45.0,1.140,1.140,1.500,2.28
76,1.179,46.0,1.150,1.150,1.533,2.30
77,1.195,46.0,1.170,1.170,1.533,2.34
78,1.211,47.0,1.180,1.180,1.567,2.36
79,1.228,47.0,1.200,1.200,1.567,2.40
80,1.243,47.0,1.210,1.210,1.567,2.42
81,1.259,48.0,1.230,1.230,1.600,2.46
82,1.275,48.0,1.240,1.240,1.600,2.48
83,1.291,48.0,1.260,1.260,1.600,2.52
84,1.307,48.0,1.270,1.270,1.600,2.54
85,1.323,49.0,1.290,1.290,1.633,2.58
86,1.339,49.0,1.300,1.300,1.633,2.60
87,1.355,49.0,1.310,1.310,1.633,2.62
88,1.371,49.0,1.330,1.330,1.633,2.66
89,1.387,49.0,1.340,1.340,1.633,2.68
90,1.403,49.0,1.360,1.360,1.633,2.72
91,1.419,49.0,1.370,1.370,1.633,2.74
92,1.435,49.0,1.390,1.390,1.633,2.78
93,1.451,49.0,1.400,1.400,1.633,2.80
94,1.468,49.0,1.420,1.420,1.633,2.84
95,1.483,49.0,1.430,1.430,1.633,2.86
96,1.500,49.0,1.450,1.450,1.633,2.90
97,1.515,49.0,1.460,1.460,1.633,2.92
98,1.532,48.0,1.470,1.470,1.600,2.94
99,1.547,48.0,1.490,1.490,1.600,2.98
100,1.563,48.0,1.500,1.500,1.600,3.00
101,1.580,47.0,1.520,1.520,1.567,3.04
102,1.595,47.0,1.530,1.530,1.567,3.06
103,1.611,47.0,1.550,1.550,1.567,3.10
